categpry,vtype,priority,rank,project,origin commit,buggy commit,buggy path,buggy start,buggy end,fixer,fixer path,method,field,resolution,location_count,method_count,file_count,life_time,mark-vtype,mark-category,mark-all
MALICIOUS_CODE,MS_PKGPROTECT,2,18,commons-fileupload,e3b7abc8c596d50b560dc838d1490f98e0539fa0,b738398b68b5ec8039adb96f1ea46c276efb9790,src/java/org/apache/commons/fileupload/MultipartStream.java,178,178,,,NO_METHOD,HEADER_SEPARATOR,unfixed,11,51,87,165,UNKNOWN,FP,FP
MALICIOUS_CODE,MS_PKGPROTECT,2,18,commons-fileupload,e3b7abc8c596d50b560dc838d1490f98e0539fa0,b738398b68b5ec8039adb96f1ea46c276efb9790,src/java/org/apache/commons/fileupload/MultipartStream.java,201,201,,,NO_METHOD,BOUNDARY_PREFIX,unfixed,11,51,87,165,UNKNOWN,FP,FP
MALICIOUS_CODE,MS_PKGPROTECT,2,18,commons-fileupload,e3b7abc8c596d50b560dc838d1490f98e0539fa0,b738398b68b5ec8039adb96f1ea46c276efb9790,src/java/org/apache/commons/fileupload/MultipartStream.java,194,194,,,NO_METHOD,STREAM_TERMINATOR,unfixed,11,51,87,165,UNKNOWN,FP,FP
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,e3b7abc8c596d50b560dc838d1490f98e0539fa0,b738398b68b5ec8039adb96f1ea46c276efb9790,src/java/org/apache/commons/fileupload/ParameterParser.java,292,292,,,parse([CIIC)Ljava/util/Map;,NO_FIELD,unfixed,6,25,25,165,FP,FP,FP
MALICIOUS_CODE,EI_EXPOSE_REP2,2,18,commons-fileupload,e3b7abc8c596d50b560dc838d1490f98e0539fa0,b738398b68b5ec8039adb96f1ea46c276efb9790,src/java/org/apache/commons/fileupload/ParameterParser.java,272,272,,,parse([CIIC)Ljava/util/Map;,chars,unfixed,6,25,25,165,FP,FP,FP
BAD_PRACTICE,SE_NO_SERIALVERSIONID,1,14,commons-fileupload,e3b7abc8c596d50b560dc838d1490f98e0539fa0,b738398b68b5ec8039adb96f1ea46c276efb9790,src/java/org/apache/commons/fileupload/disk/DiskFileItem.java,96,700,,,NO_METHOD,NO_FIELD,unfixed,4,6,84,165,UNKNOWN,UNKNOWN,FP
I18N,DM_DEFAULT_ENCODING,1,19,commons-fileupload,e3b7abc8c596d50b560dc838d1490f98e0539fa0,b738398b68b5ec8039adb96f1ea46c276efb9790,src/java/org/apache/commons/fileupload/disk/DiskFileItem.java,371,371,,,getString()Ljava/lang/String;,NO_FIELD,unfixed,4,12,84,165,UNKNOWN,FP,FP
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,commons-fileupload,e3b7abc8c596d50b560dc838d1490f98e0539fa0,b738398b68b5ec8039adb96f1ea46c276efb9790,src/java/org/apache/commons/fileupload/disk/DiskFileItem.java,466,466,,,delete()V,NO_FIELD,unfixed,4,12,84,165,UNKNOWN,UNKNOWN,FP
MALICIOUS_CODE,EI_EXPOSE_REP,2,18,commons-fileupload,e3b7abc8c596d50b560dc838d1490f98e0539fa0,b738398b68b5ec8039adb96f1ea46c276efb9790,src/java/org/apache/commons/fileupload/disk/DiskFileItem.java,310,310,,,get()[B,cachedContent,unfixed,6,25,84,165,FP,FP,FP
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,commons-fileupload,e3b7abc8c596d50b560dc838d1490f98e0539fa0,b738398b68b5ec8039adb96f1ea46c276efb9790,src/java/org/apache/commons/fileupload/disk/DiskFileItem.java,694,694,,,readObject(Ljava/io/ObjectInputStream;)V,NO_FIELD,unfixed,4,12,84,165,UNKNOWN,UNKNOWN,FP
BAD_PRACTICE,RR_NOT_CHECKED,2,16,commons-fileupload,e3b7abc8c596d50b560dc838d1490f98e0539fa0,b738398b68b5ec8039adb96f1ea46c276efb9790,src/java/org/apache/commons/fileupload/disk/DiskFileItem.java,318,318,,,get()[B,NO_FIELD,unfixed,4,25,84,165,UNKNOWN,UNKNOWN,FP
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,commons-fileupload,e3b7abc8c596d50b560dc838d1490f98e0539fa0,b738398b68b5ec8039adb96f1ea46c276efb9790,src/java/org/apache/commons/fileupload/disk/DiskFileItem.java,578,578,,,finalize()V,NO_FIELD,unfixed,4,12,84,165,UNKNOWN,UNKNOWN,FP
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,e3b7abc8c596d50b560dc838d1490f98e0539fa0,b738398b68b5ec8039adb96f1ea46c276efb9790,src/java/org/apache/commons/fileupload/servlet/ServletFileUpload.java,68,68,,,isMultipartContent(Ljavax/servlet/http/HttpServletRequest;)Z,NO_FIELD,unfixed,12,12,12,165,FP,FP,FP
I18N,DM_DEFAULT_ENCODING,1,19,commons-fileupload,e3b7abc8c596d50b560dc838d1490f98e0539fa0,b738398b68b5ec8039adb96f1ea46c276efb9790,src/java/org/apache/commons/fileupload/util/Streams.java,147,147,,,asString(Ljava/io/InputStream;)Ljava/lang/String;,NO_FIELD,unfixed,11,12,12,165,UNKNOWN,FP,FP
BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,19,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,969476b5599387c97a884d3588ef569d2b19286a,src/java/org/apache/commons/fileupload/DefaultFileItem.java,75,77,,,NO_METHOD,NO_FIELD,unfixed,12,12,12,9,UNKNOWN,UNKNOWN,FP
DODGY_CODE,BC_UNCONFIRMED_CAST,3,20,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,969476b5599387c97a884d3588ef569d2b19286a,src/java/org/apache/commons/fileupload/DiskFileUpload.java,118,118,,,setFileItemFactory(Lorg/apache/commons/fileupload/FileItemFactory;)V,NO_FIELD,unfixed,12,12,12,9,UNKNOWN,FP,FP
PERFORMANCE,SBSC_USE_STRINGBUFFER_CONCATENATION,2,18,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,969476b5599387c97a884d3588ef569d2b19286a,src/java/org/apache/commons/fileupload/FileUploadBase.java,581,581,,,getParsedHeaders(Ljava/lang/String;)Lorg/apache/commons/fileupload/FileItemHeaders;,NO_FIELD,unfixed,4,5,165,9,UNKNOWN,UNKNOWN,FP
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,969476b5599387c97a884d3588ef569d2b19286a,src/java/org/apache/commons/fileupload/FileUploadBase.java,678,678,,,getHeader(Ljava/util/Map;Ljava/lang/String;)Ljava/lang/String;,NO_FIELD,unfixed,4,12,165,9,FP,UNKNOWN,FP
CORRECTNESS,UWF_UNWRITTEN_FIELD,3,15,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,969476b5599387c97a884d3588ef569d2b19286a,src/java/org/apache/commons/fileupload/FileUploadBase.java,800,800,,,NO_METHOD,opened,unfixed,3,12,165,9,UNKNOWN,UNKNOWN,FP
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,969476b5599387c97a884d3588ef569d2b19286a,src/java/org/apache/commons/fileupload/FileUploadBase.java,450,450,,,getFileName(Ljava/lang/String;)Ljava/lang/String;,NO_FIELD,unfixed,4,5,165,9,FP,UNKNOWN,FP
I18N,DM_DEFAULT_ENCODING,1,19,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,969476b5599387c97a884d3588ef569d2b19286a,src/java/org/apache/commons/fileupload/FileUploadBase.java,411,411,,,getBoundary(Ljava/lang/String;)[B,NO_FIELD,unfixed,4,25,165,9,UNKNOWN,UNKNOWN,FP
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,969476b5599387c97a884d3588ef569d2b19286a,src/java/org/apache/commons/fileupload/FileUploadBase.java,87,87,,,isMultipartContent(Lorg/apache/commons/fileupload/RequestContext;)Z,NO_FIELD,unfixed,5,12,165,9,FP,UNKNOWN,FP
DODGY_CODE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,20,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,969476b5599387c97a884d3588ef569d2b19286a,src/java/org/apache/commons/fileupload/FileUploadBase.java,379,379,,,parseRequest(Lorg/apache/commons/fileupload/RequestContext;)Ljava/util/List;,NO_FIELD,unfixed,4,14,165,9,UNKNOWN,FP,FP
PERFORMANCE,SBSC_USE_STRINGBUFFER_CONCATENATION,2,18,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,969476b5599387c97a884d3588ef569d2b19286a,src/java/org/apache/commons/fileupload/FileUploadBase.java,618,618,,,parseHeaders(Ljava/lang/String;)Ljava/util/Map;,NO_FIELD,unfixed,4,15,165,9,UNKNOWN,UNKNOWN,FP
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,969476b5599387c97a884d3588ef569d2b19286a,src/java/org/apache/commons/fileupload/FileUploadBase.java,884,884,,,<init>(Lorg/apache/commons/fileupload/FileUploadBase;Lorg/apache/commons/fileupload/RequestContext;)V,NO_FIELD,unfixed,3,14,165,9,FP,UNKNOWN,FP
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,969476b5599387c97a884d3588ef569d2b19286a,src/java/org/apache/commons/fileupload/FileUploadBase.java,494,494,,,getFieldName(Ljava/lang/String;)Ljava/lang/String;,NO_FIELD,unfixed,4,5,165,9,FP,UNKNOWN,FP
DODGY_CODE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,20,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,969476b5599387c97a884d3588ef569d2b19286a,src/java/org/apache/commons/fileupload/FileUploadBase.java,405,405,,,getBoundary(Ljava/lang/String;)[B,NO_FIELD,unfixed,4,25,165,9,UNKNOWN,FP,FP
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,969476b5599387c97a884d3588ef569d2b19286a,src/java/org/apache/commons/fileupload/FileUploadBase.java,983,983,,,findNextItem()Z,NO_FIELD,unfixed,3,13,165,9,FP,UNKNOWN,FP
BAD_PRACTICE,SR_NOT_CHECKED,3,19,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,969476b5599387c97a884d3588ef569d2b19286a,src/java/org/apache/commons/fileupload/MultipartStream.java,929,929,,,close(Z)V,NO_FIELD,unfixed,4,5,87,9,UNKNOWN,UNKNOWN,FP
MALICIOUS_CODE,MS_PKGPROTECT,2,18,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,969476b5599387c97a884d3588ef569d2b19286a,src/java/org/apache/commons/fileupload/MultipartStream.java,178,178,,,NO_METHOD,HEADER_SEPARATOR,unfixed,11,51,87,9,UNKNOWN,FP,FP
MALICIOUS_CODE,MS_PKGPROTECT,2,18,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,969476b5599387c97a884d3588ef569d2b19286a,src/java/org/apache/commons/fileupload/MultipartStream.java,186,186,,,NO_METHOD,FIELD_SEPARATOR,unfixed,11,51,87,9,UNKNOWN,FP,FP
MALICIOUS_CODE,MS_PKGPROTECT,2,18,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,969476b5599387c97a884d3588ef569d2b19286a,src/java/org/apache/commons/fileupload/MultipartStream.java,201,201,,,NO_METHOD,BOUNDARY_PREFIX,unfixed,11,51,87,9,UNKNOWN,FP,FP
I18N,DM_DEFAULT_ENCODING,1,19,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,969476b5599387c97a884d3588ef569d2b19286a,src/java/org/apache/commons/fileupload/MultipartStream.java,561,561,,,readHeaders()Ljava/lang/String;,NO_FIELD,unfixed,8,12,87,9,UNKNOWN,UNKNOWN,FP
MALICIOUS_CODE,MS_PKGPROTECT,2,18,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,969476b5599387c97a884d3588ef569d2b19286a,src/java/org/apache/commons/fileupload/MultipartStream.java,194,194,,,NO_METHOD,STREAM_TERMINATOR,unfixed,11,51,87,9,UNKNOWN,FP,FP
CORRECTNESS,NP_NULL_PARAM_DEREF_NONVIRTUAL,1,6,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,969476b5599387c97a884d3588ef569d2b19286a,src/java/org/apache/commons/fileupload/MultipartStream.java,282,282,,,<init>()V,NO_FIELD,unfixed,5,9,87,9,UNKNOWN,UNKNOWN,FP
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,969476b5599387c97a884d3588ef569d2b19286a,src/java/org/apache/commons/fileupload/ParameterParser.java,322,322,,,parse([CIIC)Ljava/util/Map;,NO_FIELD,unfixed,5,25,25,9,FP,UNKNOWN,FP
MALICIOUS_CODE,EI_EXPOSE_REP2,2,18,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,969476b5599387c97a884d3588ef569d2b19286a,src/java/org/apache/commons/fileupload/ParameterParser.java,302,302,,,parse([CIIC)Ljava/util/Map;,chars,unfixed,5,25,25,9,FP,FP,FP
BAD_PRACTICE,RR_NOT_CHECKED,2,16,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,969476b5599387c97a884d3588ef569d2b19286a,src/java/org/apache/commons/fileupload/disk/DiskFileItem.java,334,334,,,get()[B,NO_FIELD,unfixed,5,25,84,9,UNKNOWN,UNKNOWN,FP
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,969476b5599387c97a884d3588ef569d2b19286a,src/java/org/apache/commons/fileupload/disk/DiskFileItem.java,594,594,,,finalize()V,NO_FIELD,unfixed,4,12,84,9,UNKNOWN,UNKNOWN,FP
MALICIOUS_CODE,EI_EXPOSE_REP,2,18,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,969476b5599387c97a884d3588ef569d2b19286a,src/java/org/apache/commons/fileupload/disk/DiskFileItem.java,326,326,,,get()[B,cachedContent,unfixed,4,25,84,9,FP,FP,FP
I18N,DM_DEFAULT_ENCODING,1,19,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,969476b5599387c97a884d3588ef569d2b19286a,src/java/org/apache/commons/fileupload/disk/DiskFileItem.java,387,387,,,getString()Ljava/lang/String;,NO_FIELD,unfixed,4,12,84,9,UNKNOWN,UNKNOWN,FP
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,969476b5599387c97a884d3588ef569d2b19286a,src/java/org/apache/commons/fileupload/disk/DiskFileItem.java,711,711,,,readObject(Ljava/io/ObjectInputStream;)V,NO_FIELD,unfixed,4,12,84,9,UNKNOWN,UNKNOWN,FP
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,969476b5599387c97a884d3588ef569d2b19286a,src/java/org/apache/commons/fileupload/disk/DiskFileItem.java,482,482,,,delete()V,NO_FIELD,unfixed,4,12,84,9,UNKNOWN,UNKNOWN,FP
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,969476b5599387c97a884d3588ef569d2b19286a,src/java/org/apache/commons/fileupload/servlet/ServletFileUpload.java,68,68,,,isMultipartContent(Ljavax/servlet/http/HttpServletRequest;)Z,NO_FIELD,unfixed,12,12,12,9,FP,UNKNOWN,FP
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,969476b5599387c97a884d3588ef569d2b19286a,src/java/org/apache/commons/fileupload/util/FileItemHeadersImpl.java,80,80,,,addHeader(Ljava/lang/String;Ljava/lang/String;)V,NO_FIELD,unfixed,4,6,20,9,FP,UNKNOWN,FP
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,969476b5599387c97a884d3588ef569d2b19286a,src/java/org/apache/commons/fileupload/util/FileItemHeadersImpl.java,65,65,,,getHeaders(Ljava/lang/String;)Ljava/util/Iterator;,NO_FIELD,unfixed,4,6,20,9,FP,UNKNOWN,FP
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,969476b5599387c97a884d3588ef569d2b19286a,src/java/org/apache/commons/fileupload/util/FileItemHeadersImpl.java,52,52,,,getHeader(Ljava/lang/String;)Ljava/lang/String;,NO_FIELD,unfixed,4,6,20,9,FP,UNKNOWN,FP
I18N,DM_DEFAULT_ENCODING,1,19,commons-fileupload,f4e04340346da76290282c896dde1cb888b5911f,969476b5599387c97a884d3588ef569d2b19286a,src/java/org/apache/commons/fileupload/util/Streams.java,147,147,,,asString(Ljava/io/InputStream;)Ljava/lang/String;,NO_FIELD,unfixed,11,12,12,9,UNKNOWN,UNKNOWN,FP
BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,19,commons-fileupload,d2852acc07d8b23462b9d310e3613dd2d19d66a6,8b835725ca096ee08ea2896c87f057fefb0009bf,b_1_2_1/src/java/org/apache/commons/fileupload/DefaultFileItem.java,75,77,,,NO_METHOD,NO_FIELD,unfixed,0,0,0,13,UNKNOWN,UNKNOWN,FP
DODGY_CODE,BC_UNCONFIRMED_CAST,3,20,commons-fileupload,d2852acc07d8b23462b9d310e3613dd2d19d66a6,8b835725ca096ee08ea2896c87f057fefb0009bf,b_1_2_1/src/java/org/apache/commons/fileupload/DiskFileUpload.java,118,118,,,setFileItemFactory(Lorg/apache/commons/fileupload/FileItemFactory;)V,NO_FIELD,unfixed,0,0,0,13,UNKNOWN,FP,FP
PERFORMANCE,SBSC_USE_STRINGBUFFER_CONCATENATION,2,18,commons-fileupload,d2852acc07d8b23462b9d310e3613dd2d19d66a6,8b835725ca096ee08ea2896c87f057fefb0009bf,b_1_2_1/src/java/org/apache/commons/fileupload/FileUploadBase.java,580,580,,,getParsedHeaders(Ljava/lang/String;)Lorg/apache/commons/fileupload/FileItemHeaders;,NO_FIELD,unfixed,0,0,11,13,UNKNOWN,UNKNOWN,FP
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,d2852acc07d8b23462b9d310e3613dd2d19d66a6,8b835725ca096ee08ea2896c87f057fefb0009bf,b_1_2_1/src/java/org/apache/commons/fileupload/FileUploadBase.java,879,879,,,<init>(Lorg/apache/commons/fileupload/FileUploadBase;Lorg/apache/commons/fileupload/RequestContext;)V,NO_FIELD,unfixed,0,0,11,13,FP,FP,FP
I18N,DM_DEFAULT_ENCODING,1,19,commons-fileupload,d2852acc07d8b23462b9d310e3613dd2d19d66a6,8b835725ca096ee08ea2896c87f057fefb0009bf,b_1_2_1/src/java/org/apache/commons/fileupload/FileUploadBase.java,410,410,,,getBoundary(Ljava/lang/String;)[B,NO_FIELD,unfixed,0,1,11,13,UNKNOWN,FP,FP
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,d2852acc07d8b23462b9d310e3613dd2d19d66a6,8b835725ca096ee08ea2896c87f057fefb0009bf,b_1_2_1/src/java/org/apache/commons/fileupload/FileUploadBase.java,978,978,,,findNextItem()Z,NO_FIELD,unfixed,0,0,11,13,FP,FP,FP
PERFORMANCE,SBSC_USE_STRINGBUFFER_CONCATENATION,2,18,commons-fileupload,d2852acc07d8b23462b9d310e3613dd2d19d66a6,8b835725ca096ee08ea2896c87f057fefb0009bf,b_1_2_1/src/java/org/apache/commons/fileupload/FileUploadBase.java,617,617,,,parseHeaders(Ljava/lang/String;)Ljava/util/Map;,NO_FIELD,unfixed,0,0,11,13,UNKNOWN,UNKNOWN,FP
DODGY_CODE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,20,commons-fileupload,d2852acc07d8b23462b9d310e3613dd2d19d66a6,8b835725ca096ee08ea2896c87f057fefb0009bf,b_1_2_1/src/java/org/apache/commons/fileupload/FileUploadBase.java,378,378,,,parseRequest(Lorg/apache/commons/fileupload/RequestContext;)Ljava/util/List;,NO_FIELD,unfixed,0,0,11,13,UNKNOWN,FP,FP
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,d2852acc07d8b23462b9d310e3613dd2d19d66a6,8b835725ca096ee08ea2896c87f057fefb0009bf,b_1_2_1/src/java/org/apache/commons/fileupload/FileUploadBase.java,493,493,,,getFieldName(Ljava/lang/String;)Ljava/lang/String;,NO_FIELD,unfixed,0,0,11,13,FP,FP,FP
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,d2852acc07d8b23462b9d310e3613dd2d19d66a6,8b835725ca096ee08ea2896c87f057fefb0009bf,b_1_2_1/src/java/org/apache/commons/fileupload/FileUploadBase.java,449,449,,,getFileName(Ljava/lang/String;)Ljava/lang/String;,NO_FIELD,unfixed,0,0,11,13,FP,FP,FP
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,d2852acc07d8b23462b9d310e3613dd2d19d66a6,8b835725ca096ee08ea2896c87f057fefb0009bf,b_1_2_1/src/java/org/apache/commons/fileupload/FileUploadBase.java,87,87,,,isMultipartContent(Lorg/apache/commons/fileupload/RequestContext;)Z,NO_FIELD,unfixed,0,0,11,13,FP,FP,FP
CORRECTNESS,UWF_UNWRITTEN_FIELD,3,15,commons-fileupload,d2852acc07d8b23462b9d310e3613dd2d19d66a6,8b835725ca096ee08ea2896c87f057fefb0009bf,b_1_2_1/src/java/org/apache/commons/fileupload/FileUploadBase.java,795,795,,,NO_METHOD,opened,unfixed,0,0,11,13,UNKNOWN,UNKNOWN,FP
DODGY_CODE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,20,commons-fileupload,d2852acc07d8b23462b9d310e3613dd2d19d66a6,8b835725ca096ee08ea2896c87f057fefb0009bf,b_1_2_1/src/java/org/apache/commons/fileupload/FileUploadBase.java,404,404,,,getBoundary(Ljava/lang/String;)[B,NO_FIELD,unfixed,0,1,11,13,UNKNOWN,FP,FP
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,d2852acc07d8b23462b9d310e3613dd2d19d66a6,8b835725ca096ee08ea2896c87f057fefb0009bf,b_1_2_1/src/java/org/apache/commons/fileupload/FileUploadBase.java,677,677,,,getHeader(Ljava/util/Map;Ljava/lang/String;)Ljava/lang/String;,NO_FIELD,unfixed,0,0,11,13,FP,FP,FP
MALICIOUS_CODE,MS_PKGPROTECT,2,18,commons-fileupload,d2852acc07d8b23462b9d310e3613dd2d19d66a6,8b835725ca096ee08ea2896c87f057fefb0009bf,b_1_2_1/src/java/org/apache/commons/fileupload/MultipartStream.java,195,195,,,NO_METHOD,STREAM_TERMINATOR,unfixed,0,3,6,13,UNKNOWN,FP,FP
CORRECTNESS,NP_NULL_PARAM_DEREF_NONVIRTUAL,1,6,commons-fileupload,d2852acc07d8b23462b9d310e3613dd2d19d66a6,8b835725ca096ee08ea2896c87f057fefb0009bf,b_1_2_1/src/java/org/apache/commons/fileupload/MultipartStream.java,283,283,,,<init>()V,NO_FIELD,unfixed,0,0,6,13,UNKNOWN,UNKNOWN,FP
MALICIOUS_CODE,MS_PKGPROTECT,2,18,commons-fileupload,d2852acc07d8b23462b9d310e3613dd2d19d66a6,8b835725ca096ee08ea2896c87f057fefb0009bf,b_1_2_1/src/java/org/apache/commons/fileupload/MultipartStream.java,187,187,,,NO_METHOD,FIELD_SEPARATOR,unfixed,0,3,6,13,UNKNOWN,FP,FP
MALICIOUS_CODE,MS_PKGPROTECT,2,18,commons-fileupload,d2852acc07d8b23462b9d310e3613dd2d19d66a6,8b835725ca096ee08ea2896c87f057fefb0009bf,b_1_2_1/src/java/org/apache/commons/fileupload/MultipartStream.java,179,179,,,NO_METHOD,HEADER_SEPARATOR,unfixed,0,3,6,13,UNKNOWN,FP,FP
I18N,DM_DEFAULT_ENCODING,1,19,commons-fileupload,d2852acc07d8b23462b9d310e3613dd2d19d66a6,8b835725ca096ee08ea2896c87f057fefb0009bf,b_1_2_1/src/java/org/apache/commons/fileupload/MultipartStream.java,558,558,,,readHeaders()Ljava/lang/String;,NO_FIELD,unfixed,0,0,6,13,UNKNOWN,FP,FP
BAD_PRACTICE,SR_NOT_CHECKED,3,19,commons-fileupload,d2852acc07d8b23462b9d310e3613dd2d19d66a6,8b835725ca096ee08ea2896c87f057fefb0009bf,b_1_2_1/src/java/org/apache/commons/fileupload/MultipartStream.java,924,924,,,close(Z)V,NO_FIELD,unfixed,0,0,6,13,UNKNOWN,UNKNOWN,FP
MALICIOUS_CODE,MS_PKGPROTECT,2,18,commons-fileupload,d2852acc07d8b23462b9d310e3613dd2d19d66a6,8b835725ca096ee08ea2896c87f057fefb0009bf,b_1_2_1/src/java/org/apache/commons/fileupload/MultipartStream.java,202,202,,,NO_METHOD,BOUNDARY_PREFIX,unfixed,0,3,6,13,UNKNOWN,FP,FP
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,d2852acc07d8b23462b9d310e3613dd2d19d66a6,8b835725ca096ee08ea2896c87f057fefb0009bf,b_1_2_1/src/java/org/apache/commons/fileupload/ParameterParser.java,322,322,,,parse([CIIC)Ljava/util/Map;,NO_FIELD,unfixed,0,1,1,13,FP,FP,FP
MALICIOUS_CODE,EI_EXPOSE_REP2,2,18,commons-fileupload,d2852acc07d8b23462b9d310e3613dd2d19d66a6,8b835725ca096ee08ea2896c87f057fefb0009bf,b_1_2_1/src/java/org/apache/commons/fileupload/ParameterParser.java,302,302,,,parse([CIIC)Ljava/util/Map;,chars,unfixed,0,1,1,13,FP,FP,FP
MALICIOUS_CODE,EI_EXPOSE_REP,2,18,commons-fileupload,d2852acc07d8b23462b9d310e3613dd2d19d66a6,8b835725ca096ee08ea2896c87f057fefb0009bf,b_1_2_1/src/java/org/apache/commons/fileupload/disk/DiskFileItem.java,326,326,,,get()[B,cachedContent,unfixed,0,1,5,13,FP,FP,FP
BAD_PRACTICE,RR_NOT_CHECKED,2,16,commons-fileupload,d2852acc07d8b23462b9d310e3613dd2d19d66a6,8b835725ca096ee08ea2896c87f057fefb0009bf,b_1_2_1/src/java/org/apache/commons/fileupload/disk/DiskFileItem.java,334,334,,,get()[B,NO_FIELD,unfixed,0,1,5,13,UNKNOWN,UNKNOWN,FP
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,commons-fileupload,d2852acc07d8b23462b9d310e3613dd2d19d66a6,8b835725ca096ee08ea2896c87f057fefb0009bf,b_1_2_1/src/java/org/apache/commons/fileupload/disk/DiskFileItem.java,594,594,,,finalize()V,NO_FIELD,unfixed,0,0,5,13,UNKNOWN,UNKNOWN,FP
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,commons-fileupload,d2852acc07d8b23462b9d310e3613dd2d19d66a6,8b835725ca096ee08ea2896c87f057fefb0009bf,b_1_2_1/src/java/org/apache/commons/fileupload/disk/DiskFileItem.java,482,482,,,delete()V,NO_FIELD,unfixed,0,0,5,13,UNKNOWN,UNKNOWN,FP
I18N,DM_DEFAULT_ENCODING,1,19,commons-fileupload,d2852acc07d8b23462b9d310e3613dd2d19d66a6,8b835725ca096ee08ea2896c87f057fefb0009bf,b_1_2_1/src/java/org/apache/commons/fileupload/disk/DiskFileItem.java,387,387,,,getString()Ljava/lang/String;,NO_FIELD,unfixed,0,0,5,13,UNKNOWN,FP,FP
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,commons-fileupload,d2852acc07d8b23462b9d310e3613dd2d19d66a6,8b835725ca096ee08ea2896c87f057fefb0009bf,b_1_2_1/src/java/org/apache/commons/fileupload/disk/DiskFileItem.java,710,710,,,readObject(Ljava/io/ObjectInputStream;)V,NO_FIELD,unfixed,0,0,5,13,UNKNOWN,UNKNOWN,FP
